user_id,event,url,time_stamp
503,order,https://foxnews.com/vehicula/condimentum/curabitur.xml?lorem=platea&integer=dictumst&tincidunt=maecenas&ante=ut&vel=massa&ipsum=quis&praesent=augue&blandit=luctus&lacinia=tincidunt&erat=nulla&vestibulum=mollis&sed=molestie&magna=lorem&at=quisque&nunc=ut&commodo=erat&placerat=curabitur&praesent=gravida&blandit=nisi&nam=at&nulla=nibh&integer=in&pede=hac&justo=habitasse&lacinia=platea&eget=dictumst&tincidunt=aliquam&eget=augue&tempus=quam&vel=sollicitudin&pede=vitae&morbi=consectetuer&porttitor=eget&lorem=rutrum&id=at&ligula=lorem&suspendisse=integer&ornare=tincidunt&consequat=ante&lectus=vel&in=ipsum&est=praesent&risus=blandit&auctor=lacinia&sed=erat&tristique=vestibulum&in=sed&tempus=magna&sit=at&amet=nunc&sem=commodo&fusce=placerat&consequat=praesent&nulla=blandit&nisl=nam&nunc=nulla&nisl=integer&duis=pede&bibendum=justo&felis=lacinia&sed=eget&interdum=tincidunt&venenatis=eget&turpis=tempus,2017/03/02 13:36:00.04
474,click,https://amazon.co.uk/luctus/et.js?tempor=at&turpis=vulputate&nec=vitae&euismod=nisl&scelerisque=aenean&quam=lectus&turpis=pellentesque&adipiscing=eget&lorem=nunc&vitae=donec&mattis=quis&nibh=orci&ligula=eget&nec=orci&sem=vehicula&duis=condimentum&aliquam=curabitur&convallis=in&nunc=libero&proin=ut&at=massa&turpis=volutpat&a=convallis&pede=morbi&posuere=odio,2017/03/02 12:59:00.11
550,view,https://nationalgeographic.com/scelerisque/mauris.jsp?venenatis=luctus&lacinia=et&aenean=ultrices&sit=posuere&amet=cubilia&justo=curae&morbi=duis&ut=faucibus&odio=accumsan&cras=odio&mi=curabitur&pede=convallis&malesuada=duis&in=consequat&imperdiet=dui&et=nec&commodo=nisi&vulputate=volutpat&justo=eleifend&in=donec&blandit=ut&ultrices=dolor&enim=morbi&lorem=vel&ipsum=lectus&dolor=in&sit=quam&amet=fringilla&consectetuer=rhoncus&adipiscing=mauris&elit=enim&proin=leo&interdum=rhoncus&mauris=sed&non=vestibulum&ligula=sit&pellentesque=amet&ultrices=cursus&phasellus=id&id=turpis&sapien=integer&in=aliquet&sapien=massa&iaculis=id&congue=lobortis&vivamus=convallis&metus=tortor&arcu=risus&adipiscing=dapibus&molestie=augue&hendrerit=vel&at=accumsan&vulputate=tellus&vitae=nisi&nisl=eu&aenean=orci&lectus=mauris&pellentesque=lacinia&eget=sapien&nunc=quis&donec=libero&quis=nullam&orci=sit&eget=amet&orci=turpis&vehicula=elementum&condimentum=ligula&curabitur=vehicula&in=consequat&libero=morbi,2017/03/02 08:45:00.44
492,view,http://nytimes.com/duis/bibendum/morbi/non/quam.jpg?quis=fusce&odio=lacus&consequat=purus&varius=aliquet&integer=at&ac=feugiat&leo=non&pellentesque=pretium&ultrices=quis&mattis=lectus&odio=suspendisse&donec=potenti&vitae=in&nisi=eleifend&nam=quam&ultrices=a&libero=odio&non=in&mattis=hac&pulvinar=habitasse&nulla=platea&pede=dictumst&ullamcorper=maecenas&augue=ut&a=massa&suscipit=quis&nulla=augue&elit=luctus&ac=tincidunt&nulla=nulla&sed=mollis&vel=molestie&enim=lorem&sit=quisque&amet=ut&nunc=erat&viverra=curabitur&dapibus=gravida&nulla=nisi&suscipit=at&ligula=nibh&in=in&lacus=hac&curabitur=habitasse&at=platea&ipsum=dictumst&ac=aliquam&tellus=augue&semper=quam&interdum=sollicitudin&mauris=vitae&ullamcorper=consectetuer&purus=eget&sit=rutrum&amet=at&nulla=lorem&quisque=integer&arcu=tincidunt&libero=ante&rutrum=vel&ac=ipsum&lobortis=praesent&vel=blandit&dapibus=lacinia&at=erat&diam=vestibulum,2017/03/02 05:01:00.25
508,view,https://dedecms.com/quam/pharetra/magna/ac/consequat/metus/sapien.aspx?pretium=et&nisl=eros&ut=vestibulum&volutpat=ac&sapien=est&arcu=lacinia&sed=nisi&augue=venenatis&aliquam=tristique&erat=fusce&volutpat=congue&in=diam&congue=id&etiam=ornare&justo=imperdiet&etiam=sapien&pretium=urna&iaculis=pretium&justo=nisl&in=ut&hac=volutpat&habitasse=sapien&platea=arcu&dictumst=sed&etiam=augue&faucibus=aliquam&cursus=erat&urna=volutpat&ut=in&tellus=congue&nulla=etiam&ut=justo&erat=etiam&id=pretium&mauris=iaculis&vulputate=justo&elementum=in,2017/03/02 05:51:00.03
529,subscribe,https://boston.com/nam/tristique/tortor/eu.jpg?nisl=ultrices&duis=aliquet&ac=maecenas&nibh=leo&fusce=odio&lacus=condimentum&purus=id&aliquet=luctus&at=nec&feugiat=molestie&non=sed&pretium=justo&quis=pellentesque&lectus=viverra&suspendisse=pede&potenti=ac&in=diam&eleifend=cras&quam=pellentesque&a=volutpat&odio=dui&in=maecenas&hac=tristique&habitasse=est&platea=et&dictumst=tempus&maecenas=semper&ut=est&massa=quam&quis=pharetra&augue=magna&luctus=ac&tincidunt=consequat&nulla=metus&mollis=sapien&molestie=ut&lorem=nunc&quisque=vestibulum&ut=ante&erat=ipsum&curabitur=primis&gravida=in&nisi=faucibus&at=orci&nibh=luctus&in=et&hac=ultrices&habitasse=posuere&platea=cubilia&dictumst=curae&aliquam=mauris&augue=viverra&quam=diam&sollicitudin=vitae&vitae=quam&consectetuer=suspendisse&eget=potenti&rutrum=nullam&at=porttitor&lorem=lacus&integer=at,2017/03/02 21:08:00.51
454,click,https://etsy.com/mauris/non/ligula/pellentesque/ultrices.html?vestibulum=condimentum&velit=id&id=luctus&pretium=nec&iaculis=molestie&diam=sed&erat=justo&fermentum=pellentesque&justo=viverra&nec=pede&condimentum=ac&neque=diam&sapien=cras&placerat=pellentesque&ante=volutpat,2017/03/02 09:44:00.15
463,click,http://mapy.cz/nulla/ac/enim/in.js?tincidunt=rhoncus&lacus=mauris&at=enim&velit=leo&vivamus=rhoncus&vel=sed&nulla=vestibulum&eget=sit&eros=amet&elementum=cursus&pellentesque=id&quisque=turpis&porta=integer&volutpat=aliquet&erat=massa&quisque=id&erat=lobortis&eros=convallis&viverra=tortor&eget=risus&congue=dapibus&eget=augue&semper=vel&rutrum=accumsan&nulla=tellus&nunc=nisi&purus=eu&phasellus=orci&in=mauris&felis=lacinia&donec=sapien&semper=quis&sapien=libero&a=nullam,2017/03/02 12:21:00.01
531,order,https://jiathis.com/aliquet/at.js?mi=sodales&pede=scelerisque&malesuada=mauris&in=sit&imperdiet=amet&et=eros&commodo=suspendisse&vulputate=accumsan&justo=tortor&in=quis&blandit=turpis&ultrices=sed&enim=ante&lorem=vivamus&ipsum=tortor&dolor=duis&sit=mattis&amet=egestas&consectetuer=metus&adipiscing=aenean&elit=fermentum&proin=donec&interdum=ut&mauris=mauris&non=eget&ligula=massa&pellentesque=tempor&ultrices=convallis&phasellus=nulla&id=neque&sapien=libero&in=convallis&sapien=eget&iaculis=eleifend&congue=luctus&vivamus=ultricies&metus=eu&arcu=nibh&adipiscing=quisque&molestie=id&hendrerit=justo&at=sit&vulputate=amet&vitae=sapien&nisl=dignissim&aenean=vestibulum&lectus=vestibulum&pellentesque=ante&eget=ipsum&nunc=primis&donec=in&quis=faucibus&orci=orci&eget=luctus&orci=et&vehicula=ultrices&condimentum=posuere&curabitur=cubilia&in=curae&libero=nulla&ut=dapibus&massa=dolor&volutpat=vel&convallis=est&morbi=donec&odio=odio&odio=justo&elementum=sollicitudin&eu=ut&interdum=suscipit&eu=a&tincidunt=feugiat&in=et&leo=eros&maecenas=vestibulum&pulvinar=ac&lobortis=est&est=lacinia&phasellus=nisi,2017/03/02 16:40:00.13
504,view,https://gizmodo.com/neque/duis/bibendum.jsp?libero=amet&non=eleifend&mattis=pede&pulvinar=libero&nulla=quis&pede=orci&ullamcorper=nullam&augue=molestie&a=nibh&suscipit=in&nulla=lectus&elit=pellentesque&ac=at&nulla=nulla&sed=suspendisse&vel=potenti&enim=cras&sit=in&amet=purus&nunc=eu&viverra=magna&dapibus=vulputate&nulla=luctus&suscipit=cum&ligula=sociis&in=natoque&lacus=penatibus&curabitur=et&at=magnis&ipsum=dis&ac=parturient&tellus=montes&semper=nascetur&interdum=ridiculus&mauris=mus&ullamcorper=vivamus&purus=vestibulum,2017/03/02 04:47:00.36
456,view,http://china.com.cn/et/magnis/dis.xml?magna=rutrum&ac=rutrum&consequat=neque&metus=aenean&sapien=auctor&ut=gravida&nunc=sem&vestibulum=praesent&ante=id&ipsum=massa&primis=id&in=nisl&faucibus=venenatis&orci=lacinia&luctus=aenean&et=sit&ultrices=amet&posuere=justo&cubilia=morbi&curae=ut&mauris=odio&viverra=cras&diam=mi&vitae=pede&quam=malesuada&suspendisse=in&potenti=imperdiet&nullam=et&porttitor=commodo&lacus=vulputate,2017/03/02 08:32:00.25
525,click,http://cpanel.net/luctus/ultricies.html?et=donec&tempus=ut&semper=dolor&est=morbi&quam=vel&pharetra=lectus&magna=in&ac=quam&consequat=fringilla&metus=rhoncus&sapien=mauris&ut=enim&nunc=leo&vestibulum=rhoncus&ante=sed&ipsum=vestibulum&primis=sit&in=amet&faucibus=cursus&orci=id&luctus=turpis&et=integer&ultrices=aliquet&posuere=massa&cubilia=id&curae=lobortis&mauris=convallis&viverra=tortor&diam=risus&vitae=dapibus&quam=augue&suspendisse=vel&potenti=accumsan&nullam=tellus&porttitor=nisi&lacus=eu&at=orci&turpis=mauris&donec=lacinia&posuere=sapien&metus=quis&vitae=libero&ipsum=nullam&aliquam=sit&non=amet&mauris=turpis&morbi=elementum&non=ligula&lectus=vehicula&aliquam=consequat&sit=morbi&amet=a&diam=ipsum&in=integer&magna=a&bibendum=nibh&imperdiet=in&nullam=quis&orci=justo&pede=maecenas&venenatis=rhoncus&non=aliquam&sodales=lacus&sed=morbi&tincidunt=quis&eu=tortor&felis=id&fusce=nulla&posuere=ultrices&felis=aliquet&sed=maecenas&lacus=leo&morbi=odio&sem=condimentum&mauris=id&laoreet=luctus&ut=nec&rhoncus=molestie&aliquet=sed&pulvinar=justo&sed=pellentesque&nisl=viverra&nunc=pede&rhoncus=ac&dui=diam&vel=cras&sem=pellentesque&sed=volutpat&sagittis=dui&nam=maecenas&congue=tristique&risus=est&semper=et&porta=tempus,2017/03/02 03:33:00.41
517,view,https://spotify.com/non/mi/integer/ac/neque.html?orci=purus&mauris=eu&lacinia=magna&sapien=vulputate&quis=luctus&libero=cum&nullam=sociis&sit=natoque&amet=penatibus&turpis=et&elementum=magnis&ligula=dis&vehicula=parturient&consequat=montes&morbi=nascetur&a=ridiculus&ipsum=mus&integer=vivamus&a=vestibulum&nibh=sagittis&in=sapien&quis=cum&justo=sociis&maecenas=natoque&rhoncus=penatibus&aliquam=et&lacus=magnis&morbi=dis&quis=parturient&tortor=montes&id=nascetur&nulla=ridiculus&ultrices=mus&aliquet=etiam&maecenas=vel&leo=augue&odio=vestibulum&condimentum=rutrum&id=rutrum&luctus=neque&nec=aenean&molestie=auctor&sed=gravida&justo=sem&pellentesque=praesent&viverra=id&pede=massa&ac=id&diam=nisl&cras=venenatis&pellentesque=lacinia&volutpat=aenean&dui=sit&maecenas=amet&tristique=justo&est=morbi&et=ut&tempus=odio&semper=cras&est=mi&quam=pede&pharetra=malesuada&magna=in&ac=imperdiet&consequat=et&metus=commodo&sapien=vulputate&ut=justo&nunc=in&vestibulum=blandit&ante=ultrices&ipsum=enim&primis=lorem&in=ipsum&faucibus=dolor&orci=sit&luctus=amet&et=consectetuer&ultrices=adipiscing&posuere=elit&cubilia=proin&curae=interdum&mauris=mauris&viverra=non&diam=ligula&vitae=pellentesque&quam=ultrices&suspendisse=phasellus&potenti=id&nullam=sapien&porttitor=in&lacus=sapien&at=iaculis&turpis=congue&donec=vivamus,2017/03/02 11:05:00.01
538,click,https://umn.edu/pretium/iaculis/diam/erat.png?a=rhoncus&ipsum=aliquet&integer=pulvinar&a=sed&nibh=nisl&in=nunc&quis=rhoncus&justo=dui&maecenas=vel&rhoncus=sem&aliquam=sed&lacus=sagittis&morbi=nam&quis=congue&tortor=risus&id=semper&nulla=porta&ultrices=volutpat&aliquet=quam&maecenas=pede&leo=lobortis&odio=ligula&condimentum=sit&id=amet&luctus=eleifend&nec=pede&molestie=libero&sed=quis&justo=orci&pellentesque=nullam&viverra=molestie&pede=nibh&ac=in&diam=lectus&cras=pellentesque&pellentesque=at&volutpat=nulla&dui=suspendisse&maecenas=potenti&tristique=cras&est=in&et=purus&tempus=eu&semper=magna&est=vulputate&quam=luctus&pharetra=cum&magna=sociis&ac=natoque&consequat=penatibus&metus=et&sapien=magnis&ut=dis&nunc=parturient&vestibulum=montes&ante=nascetur&ipsum=ridiculus&primis=mus&in=vivamus&faucibus=vestibulum&orci=sagittis&luctus=sapien&et=cum&ultrices=sociis&posuere=natoque&cubilia=penatibus&curae=et&mauris=magnis&viverra=dis&diam=parturient&vitae=montes&quam=nascetur&suspendisse=ridiculus&potenti=mus&nullam=etiam&porttitor=vel&lacus=augue&at=vestibulum&turpis=rutrum&donec=rutrum&posuere=neque&metus=aenean&vitae=auctor,2017/03/02 16:02:00.28
474,view,http://java.com/quis/odio/consequat/varius/integer.xml?aenean=posuere&sit=felis&amet=sed&justo=lacus&morbi=morbi&ut=sem&odio=mauris&cras=laoreet&mi=ut&pede=rhoncus&malesuada=aliquet&in=pulvinar&imperdiet=sed&et=nisl&commodo=nunc&vulputate=rhoncus&justo=dui&in=vel&blandit=sem&ultrices=sed&enim=sagittis&lorem=nam&ipsum=congue&dolor=risus&sit=semper&amet=porta&consectetuer=volutpat&adipiscing=quam&elit=pede&proin=lobortis&interdum=ligula&mauris=sit&non=amet&ligula=eleifend&pellentesque=pede&ultrices=libero&phasellus=quis&id=orci&sapien=nullam&in=molestie&sapien=nibh&iaculis=in&congue=lectus&vivamus=pellentesque&metus=at&arcu=nulla&adipiscing=suspendisse&molestie=potenti&hendrerit=cras&at=in&vulputate=purus&vitae=eu&nisl=magna&aenean=vulputate&lectus=luctus&pellentesque=cum&eget=sociis,2017/03/02 12:31:00.15
468,click,https://nsw.gov.au/sed.xml?luctus=at&ultricies=nulla&eu=suspendisse&nibh=potenti&quisque=cras&id=in&justo=purus&sit=eu&amet=magna&sapien=vulputate&dignissim=luctus&vestibulum=cum&vestibulum=sociis&ante=natoque&ipsum=penatibus&primis=et&in=magnis&faucibus=dis&orci=parturient&luctus=montes&et=nascetur&ultrices=ridiculus&posuere=mus&cubilia=vivamus&curae=vestibulum,2017/03/02 05:05:00.19
489,order,http://cnn.com/tincidunt/in/leo/maecenas/pulvinar/lobortis.jpg?consectetuer=sed&adipiscing=tincidunt&elit=eu&proin=felis&interdum=fusce&mauris=posuere&non=felis&ligula=sed&pellentesque=lacus&ultrices=morbi&phasellus=sem&id=mauris&sapien=laoreet&in=ut&sapien=rhoncus&iaculis=aliquet&congue=pulvinar&vivamus=sed&metus=nisl&arcu=nunc&adipiscing=rhoncus&molestie=dui&hendrerit=vel&at=sem&vulputate=sed&vitae=sagittis&nisl=nam&aenean=congue&lectus=risus&pellentesque=semper&eget=porta&nunc=volutpat&donec=quam&quis=pede&orci=lobortis&eget=ligula&orci=sit&vehicula=amet&condimentum=eleifend&curabitur=pede&in=libero&libero=quis&ut=orci&massa=nullam&volutpat=molestie&convallis=nibh&morbi=in&odio=lectus&odio=pellentesque&elementum=at&eu=nulla&interdum=suspendisse&eu=potenti&tincidunt=cras&in=in&leo=purus&maecenas=eu&pulvinar=magna,2017/03/02 16:42:00.19
540,view,http://yahoo.com/morbi/ut/odio/cras.png?vel=eleifend&lectus=quam&in=a&quam=odio&fringilla=in&rhoncus=hac&mauris=habitasse&enim=platea&leo=dictumst&rhoncus=maecenas&sed=ut&vestibulum=massa&sit=quis&amet=augue&cursus=luctus&id=tincidunt&turpis=nulla&integer=mollis&aliquet=molestie&massa=lorem&id=quisque,2017/03/02 04:57:00.15
485,click,http://shop-pro.jp/justo/morbi/ut/odio/cras.png?eu=erat&sapien=id&cursus=mauris&vestibulum=vulputate&proin=elementum&eu=nullam&mi=varius&nulla=nulla&ac=facilisi&enim=cras&in=non&tempor=velit&turpis=nec&nec=nisi&euismod=vulputate&scelerisque=nonummy&quam=maecenas&turpis=tincidunt&adipiscing=lacus&lorem=at&vitae=velit&mattis=vivamus&nibh=vel&ligula=nulla,2017/03/02 08:34:00.03
475,order,http://businessinsider.com/feugiat/et/eros.html?quisque=eros&porta=elementum&volutpat=pellentesque&erat=quisque&quisque=porta&erat=volutpat&eros=erat&viverra=quisque&eget=erat&congue=eros&eget=viverra&semper=eget&rutrum=congue&nulla=eget&nunc=semper&purus=rutrum&phasellus=nulla&in=nunc&felis=purus&donec=phasellus&semper=in&sapien=felis&a=donec&libero=semper&nam=sapien&dui=a&proin=libero&leo=nam&odio=dui&porttitor=proin&id=leo&consequat=odio&in=porttitor&consequat=id&ut=consequat&nulla=in&sed=consequat&accumsan=ut&felis=nulla&ut=sed&at=accumsan&dolor=felis&quis=ut&odio=at&consequat=dolor&varius=quis&integer=odio&ac=consequat&leo=varius&pellentesque=integer&ultrices=ac&mattis=leo&odio=pellentesque&donec=ultrices&vitae=mattis&nisi=odio&nam=donec&ultrices=vitae&libero=nisi&non=nam&mattis=ultrices&pulvinar=libero&nulla=non&pede=mattis&ullamcorper=pulvinar&augue=nulla&a=pede&suscipit=ullamcorper&nulla=augue&elit=a&ac=suscipit&nulla=nulla&sed=elit&vel=ac&enim=nulla&sit=sed&amet=vel,2017/03/02 22:39:00.45
476,view,https://4shared.com/luctus/et/ultrices.jpg?at=quis&nulla=turpis&suspendisse=eget&potenti=elit&cras=sodales&in=scelerisque,2017/03/02 13:50:00.19
